OrderID,OrderDate,CustomerName,Country,Email,ProductID,ProductName,Category,UnitPrice,Quantity,SalesRep,PaymentMethod,DiscountCode,OrderSource,Notes
11466,17/02/2023,A. Okoth,rwanda,a..okoth@gmail.com,P013,Blazer,Apparrel,18.78,1,,mpesa,,mobile,promo code used
12978,06/09/2025,Grace Njoroge,Uganda,grace.njoroge@urban-threads.com,,Unnamed product,,,3,Bob_Sales,bank transfer,SUMMER,web,??
13749,01/04/2024,Sam 'B' Said,Kenia,sam.b.said@urbanthreads.co,P007,Belt,apparel,22.02,1,Bob_Sales,mpesa,null,,giftwrap
13954,14/01/2025,Esther Mutiso,kenya,esther.mutiso@mail,P011,Dress,apparel,59.57,2,,mpesa,,affiliate,??
12356,28/09/2024,L. Said,rwanda,l..said@gmail.com,P006,Running Shoes,clothes,116.45,1,Alice M.,Debit,SUMMER,affiliate,duplicate row
13486,,Chloe Wanjiru,uganda,,P020,Necklace,Apparrel,12.82,2,charles,mpesa,DISC-20,STORE,customer called in
13975,30/07/2024,esther MWASE,S. Sudan,esther.mwase@urban-threads.com,P020,Necklace,Apparrel,12.82,1,TEAM_A,Cash,null,web,N/A
10240,26-Apr-25,Robert 'C' Said,rwanda,robert.c.said@hotmail.com,P019,Earrings,Accessories,-21.83,2,Alice M.,mpesa,SUMMER,Web,manual entry
13105,25/06/2025,J.  Kamau,KEN,j...kamau@email.com,P027,Sports Tee,Clothing,14.24,0,TEAM_A,Mpesa,NEW10,web,duplicate row
11762,05-Aug-24,esther mugabe,Tanz,esther.mugabe@email.com,P029,Active Shorts,Apparel,27.63,1,,,DISC-20,mobile,
11493,18/01/2025,Mark Mugabe,Rwanda,mark.mugabe@gmail.com,P024,Sandals,apparel,48.32,3,,Cash,NEW10,web,N/A
11359,03/07/2024,g. mutiso,Kenya,g..mutiso@mail,P010,Cap,Accessory,28.77,1,charles,Cash,NEW10,mobile,
13436,16/06/2025,L. Okoth,S. Sudan,l..okoth@gmail.com,P016,Backpack,Accessory,76.33,1,Bob_Sales,Debit,,mobile,giftwrap
10428,22/09/2024,amina SAID,Kenya*,amina.said@gmail.com,P010,Cap,Accessory,28.77,3,Bob_Sales,Credit Card,SUMMER,mobile,N/A
12714,06-Jul-24,Linda 'D' Kamau,Kenia,linda.d.kamau@hotmail.com,P023,Loafers,Apparel,116.66,1,Alice M.,,SUMMER,affiliate,duplicate row
13996,03-Apr-24,,S. Sudan,unknown@gmail.com,P006,Running Shoes,clothes,116.45,1,,Mpesa,SUMMER,,REFUND
14788,09/10/2025,Jane Kim,Uganda,jane.kim@mail,P030,Ankle Socks,Footwear ,83.25,1,charles,Mpesa,,web,??
10824,29/05/2024,Owen 'Z' Okoth,Kenya*,owen.z.okoth@mail,P009,Scarf,Apparel,20.66,2,TEAM_A,Debit,,stores,??
14357,09-Feb-25,Sophia Said,Uga,sophia.said@mail,P023,Loafers,Apparel,116.66,1,charles,,,Web,REFUND
13207,07/10/2024,A.  Mutiso,Tanzania,a...mutiso@urban-threads.com,P005,T-shirt,clothes,110.09,1,,Credit Card,,stores,giftwrap
12677,08-Apr-24,Robert Doe,Tanz,robert.doe@gmail.com,P028,Leggings,Footwear,28.75,1,Alice M.,unknown,,web,duplicate row
10927,05/06/2024,David Kamau,KEN,david.kamau@hotmail.com,P005,T-shirt,clothes,110.09,1,,Credit Card,SUMMER,affiliate,giftwrap
14047,04/07/2025,,Rw,unknown@email.com,,,,,1,charles,unknown,SUMMER,STORE,ordered twice
OrderID,OrderDate,CustomerName,Country,Email,ProductID,ProductName,Category,UnitPrice,Quantity,SalesRep,PaymentMethod,DiscountCode,OrderSource,Notes
11838,21/02/2023,B. Mensah,South Sudan,b..mensah@gmail.com,P017,Watch,Accessories,76.48,1,charles,,DISC-20,STORE,manual entry
11664,07/06/2024,Alice 'Z' Mutiso,Uga,alice.z.mutiso@urban-threads.com,P017,Watch,Accessories,764.8,1,Bob_Sales,mpesa,SUMMER,Web,ordered twice
10381,18/01/2025,jane MWANGI,kenya,jane.mwangi@hotmail.com,P012,Skirt,Footwear,38.53,0,charles,Credit Card,SUMMER,stores,duplicate row
12040,15/08/2024,fatima mwangi,Rw,fatima.mwangi@email.com,P005,T-shirt,clothes,1100.9,1,charles,,NEW10,affiliate,giftwrap
11054,26/03/2024,,Uga,unknown@hotmail.com,P013,Blazer,Apparrel,18.78,1,charles,Credit Card,DISC-20,STORE,REFUND
13914,22/03/2026,Moses  'Z'  Mutiso,Kenia,moses..z..mutiso@urbanthreads.co,P019,Earrings,Accessories,-43.66,0,Alice M.,mpesa,SUMMER,affiliate,promo code used
11872,23/04/2024,Paul Doe,uganda,paul.doe@urban-threads.com,P010,Cap,Accessory,28.77,0,,mpesa,,stores,REFUND
11327,31/07/2025,tom karanja,Kenya*,tom.karanja@email.com,P030,Ankle Socks,Footwear ,83.25,1,Alice M.,unknown,DISC-20,web,giftwrap
10569,16/01/2025,F. Njoroge,S. Sudan,f..njoroge@urban-threads.com,P018,Bracelet,Footwear,113.51,1,Alice M.,Debit,null,mobile,ordered twice
10611,19/07/2025,Peter 'Z' Mensah,Uga,peter.z.mensah@urbanthreadsco,P011,Dress,apparel,59.57,1,,Credit Card,DISC-20,,duplicate row
10831,28/02/2024,owen KAMAU,Rwanda,owen.kamau@gmail.com,P001,Denim Jacket,Accessory,139.9,3,charles,Cash,NEW10,mobile,N/A
14567,25/10/2024,S. Kim,Tanzania,s..kim@urbanthreads.co,P023,Loafers,Apparel,116.66,2,Alice M.,Cash,,web,duplicate row
10066,11/06/2024,Brian Njoroge,Rwanda,brian.njoroge@urban-threads.com,P004,Sunglasses,apparel,80.88,1,Alice M.,,,affiliate,
12315,02-Jun-25,,Rw,unknown@mail,P014,Shorts,Footwear,62.57,1,,Debit,,mobile,ordered twice
11386,15/10/2024,Mary Ibrahim,Tanz,mary.ibrahim@urbanthreads.co,,misc item,,,2,,unknown,NEW10,affiliate,ordered twice
10949,20/07/2025,Mark Doe,rwanda,mark.doe@hotmail.com,P001,Denim Jacket,Accessory,139.9,2,,Mpesa,NEW10,stores,ordered twice
10571,02/03/2024,Linda 'C' Okoth,Burundi,linda.c.okoth@urban-threadscom.,P012,Skirt,Footwear,38.53,2,,Cash,null,web,REFUND
11920,28/05/2025,Peter 'Z' Mutiso,rwanda,peter.z.mutiso@email.com,P025,Windbreaker,apparel,90.77,1,,Credit Card,NEW10,web,REFUND
13447,25/07/2024,Sophia Karanja,rwanda,,P003,Hoodie,Footwear ,37.22,1,Bob_Sales,unknown,NEW10,affiliate,
12282,09-Jun-25,Lydia Mensah,Tanzania,lydia.mensah@urbanthreads.co,P016,Backpack,Accessory,76.33,1,,Cash,null,mobile,
11058,27/05/2025,Lilian 'Z' Okoth,Kenia,lilian.z.okoth@emailcom,P027,Sports Tee,Clothing,28.49,1,,Credit Card,DISC-20,stores,duplicate row
10482,02/10/2024,P. Mugabe,Kenya*,p..mugabe@mail,P029,Active Shorts,Apparel,27.63,1,,bank transfer,SUMMER,mobile,
10398,27/07/2025,jane KIM,Uga,,P018,Bracelet,Footwear,113.51,1,,unknown,NEW10,STORE,ordered twice
10945,23-May-24,p. mensah,Rwanda,p..mensah@gmail.com,P005,T-shirt,clothes,11.01,1,,bank transfer,NEW10,,duplicate row
11372,26-Feb-25,Mary 'B' Okoth,Tanzania ,mary.b.okoth@urban-threads.com,P010,Cap,Accessory,28.77,1,Bob_Sales,bank transfer,NEW10,Web,customer called in
14682,30-Apr-25,Mary  Mugabe,Rwanda,,P002,Sneakers,Apparel,86.72,1,Alice M.,Mpesa,NEW10,stores,REFUND
11478,28/10/2024,Robert Mutiso,Rw,robert.mutiso@urban-threads.com.,P013,Blazer,Apparrel,18.78,1,charles,Cash,,mobile,ordered twice
13614,09/10/2024,Brian 'Z' Doe,KEN,brian.z.doe@urban-threadscom,P007,Belt,apparel,22.02,2,Alice M.,Mpesa,,affiliate,??
13517,19-Mar-24,lydia WANJIRU,kenya,lydia.wanjiru@hotmail.com,P011,Dress,apparel,59.57,1,,bank transfer,NEW10,web,manual entry
11721,17/08/2026,Fatima Mwangi,Rwanda,fatima.mwangi@urban-threads.com.,P009,Scarf,Apparel,20.66,1,,Cash,DISC-20,STORE,promo code used
14665,01/09/2025,A. Mwangi,Kenia,,P011,Dress,apparel,59.57,2,TEAM_A,unknown,,,REFUND
11727,14/09/2023,Noah Ibrahim,Kenya*,noah.ibrahim@email.com,P017,Watch,Accessories,76.48,1,TEAM_A,,SUMMER,web,ordered twice
13993,21/10/2024,peter SAID,kenya,peter.said@hotmail.com,P007,Belt,apparel,22.02,1,,mpesa,NEW10,stores,duplicate row
11477,13/03/2024,Chloe 'B' Okoth,Uganda,chloe.b.okoth@urban-threads.com,P015,Socks,Apparel,83.19,1,charles,unknown,NEW10,web,duplicate row
13902,05/09/2025,sophia KAMAU,Uga,sophia.kamau@mail,P011,Dress,apparel,59.57,1,Alice M.,unknown,,stores,promo code used
10185,26/05/2025,Fatima Mwangi,Uga,fatima.mwangi@urbanthreads.co,P006,Running Shoes,clothes,116.45,1,charles,,NEW10,STORE,??
13017,07/02/2025,Fatima 'Z' Mensah,Tanz,fatima.z.mensah@mail,P004,Sunglasses,apparel,80.88,1,Alice M.,,,affiliate,giftwrap
13342,01/04/2024,Robert Karanja,Burundi,robert.karanja@urban-threads.com,P029,Active Shorts,Apparel,27.63,1,,bank transfer,,stores,manual entry
11314,31-Oct-24,esther KARANJA,Tanz,esther.karanja@gmail.com,P003,Hoodie,Footwear ,37.22,1,Bob_Sales,Debit,,STORE,manual entry
11996,10-Nov-24,Mary Mwangi,S. Sudan,,P017,Watch,Accessories,76.48,1,Alice M.,Credit Card,DISC-20,web,manual entry
10066,11/06/2024,Brian Njoroge,Rwanda,brian.njoroge@urban-threads.com,,misc item,,,1,TEAM_A,bank transfer,,web,REFUND
12823,29/03/2025,L. Otieno,uganda,l..otieno@urbanthreads.co,P014,Shorts,Footwear,62.57,2,Alice M.,,null,Web,duplicate row
12047,11/08/2024,S. Okoth,Kenya*,s..okoth@mail,P009,Scarf,Apparel,10.33,1,Bob_Sales,Cash,SUMMER,STORE,
14816,11-Mar-25,Alice 'Z' Okoth,Kenya,alice.z.okoth@email.com,P026,Beanie,clothes,13.49,1,Alice M.,,null,,??
12290,10/01/2025,G. Karanja,Tanz,g..karanja@urbanthreads.co,P004,Sunglasses,apparel,80.88,1,Bob_Sales,Cash,NEW10,affiliate,
10616,15/03/2025,T. Ibrahim,South Sudan,t..ibrahim@email.com,P008,Jeans,Footwear,112.3,1,,Credit Card,DISC-20,Web,giftwrap
14457,2025-13-40,C. Ibrahim,Kenya*,c..ibrahim@email.com,P012,Skirt,Footwear,38.53,1,,unknown,,web,giftwrap
12364,11/02/2024,D. Mugabe,Tanz,d..mugabe@hotmail.com,P018,Bracelet,Footwear,113.51,1,Alice M.,mpesa,NEW10,affiliate,
11850,30/10/2024,Mary 'D' Wanjiru,South Sudan,mary.d.wanjiru@gmail.com,P026,Beanie,clothes,6.75,1,Bob_Sales,Cash,null,stores,ordered twice
12792,28/03/2024,Amina Okoth,Uga,amina.okoth@email.com,P026,Beanie,clothes,13.49,1,,Mpesa,,stores,N/A
10351,02/07/2024,M. Wanjiru,rwanda,m..wanjiru@gmail.com,P011,Dress,apparel,59.57,1,,,null,stores,duplicate row
12219,13-Jan-25,Grace Mwangi,Burundi,grace.mwangi@hotmailcom,P020,Necklace,Apparrel,12.82,1,Bob_Sales,Debit,NEW10,Web,
0,2025-02-30,Unknown,Ken_ya,abc@,,,misc,-1,-5,???,,,,import_error
13901,26-Jul-24,Jane 'Z' Kamau,Tanzania ,,P005,T-shirt,clothes,110.09,0,Alice M.,Debit,null,affiliate,giftwrap
10883,27/03/2026,Lilian Said,Tanzania ,lilian.said@mail,P006,Running Shoes,clothes,1164.5,1,Bob_Sales,Cash,DISC-20,affiliate,promo code used
12488,02/01/2025,robert SAID,Tanz,robert.said@email.com,P003,Hoodie,Footwear ,37.22,1,charles,unknown,DISC-20,,N/A
14250,10/08/2024,Esther  Mensah,Tanzania,,P020,Necklace,Apparrel,12.82,-2,TEAM_A,Mpesa,SUMMER,STORE,ordered twice
12056,30/05/2025,esther KARANJA,Tanzania ,,P009,Scarf,Apparel,20.66,2,Bob_Sales,bank transfer,NEW10,stores,??
10814,15/05/2023,moses KAMAU,uganda,moses.kamau@gmail.com,P024,Sandals,apparel,48.32,1,Bob_Sales,Credit Card,NEW10,web,manual entry
11028,27/11/2024,L. Mugabe,uganda,,P009,Scarf,Apparel,20.66,4,charles,,NEW10,mobile,
10981,22/10/2024,A. Doe,Kenia,a..doe@urbanthreads.co,P007,Belt,apparel,22.02,1,Bob_Sales,bank transfer,null,affiliate,duplicate row
10994,26/11/2024,Moses Karanja,Uganda,moses.karanja@email.com,P012,Skirt,Footwear,38.53,1,Bob_Sales,Cash,DISC-20,mobile,giftwrap
,,Unknown,Ken_ya,,,misc,,,two,???,,,unknown,import_error
10870,,D. Mugabe,Kenia,,P020,Necklace,Apparrel,12.82,1,Bob_Sales,unknown,null,affiliate,??
10609,06/07/2025,Brian Njoroge,Kenya*,brian.njoroge@gmail.com,P017,Watch,Accessories,76.48,1,charles,Cash,NEW10,,customer called in
13863,06-Oct-25,E. Wanjiru,Uganda,,P010,Cap,Accessory,28.77,1,charles,Cash,,STORE,promo code used
10110,01/07/2025,mary mugabe,Tanz,mary.mugabe@hotmail.com,,Unnamed product,,,1,,unknown,,web,ordered twice
13499,21/05/2024,Moses Okoth,KEN,moses.okoth@hotmail.com,P027,Sports Tee,Clothing,28.49,1,TEAM_A,unknown,,,REFUND
13218,04/05/2025,A. Okoth,Burundi,a..okoth@urban-threads.com,P012,Skirt,Footwear,38.53,1,,Mpesa,null,STORE,
12699,19/02/2025,Alice Njoroge,Rwanda,alice.njoroge@urban-threads.com,P014,Shorts,Footwear,62.57,1,Alice M.,bank transfer,,web,manual entry
13364,26/09/2024,moses KIM,Tanzania ,moses.kim@email.com.,P025,Windbreaker,apparel,90.77,1,TEAM_A,Cash,NEW10,stores,ordered twice
14252,04/08/2024,tom WANJIRU,S. Sudan,tom.wanjiru@urbanthreadsco.,P029,Active Shorts,Apparel,27.63,2,Bob_Sales,,DISC-20,affiliate,N/A
10348,17-Feb-25,mark okoth,KEN,mark.okoth@gmail.com,P026,Beanie,clothes,13.49,1,,mpesa,NEW10,stores,giftwrap
11794,,,S. Sudan,unknown@gmail.com,P022,Boots,Footwear,10.34,1,,Debit,,,REFUND
10955,04-Jan-24,Jane Kamau,Uganda,,P011,Dress,apparel,59.57,1,charles,bank transfer,,mobile,N/A
13403,20/01/2025,David 'B' Mutiso,Burundi,david.b.mutiso@hotmail.com,P017,Watch,Accessories,76.48,-1,charles,bank transfer,SUMMER,STORE,manual entry
10952,03/03/2025,esther MWANGI,Uganda,esther.mwangi@urban-threads.com,P012,Skirt,Footwear,38.53,1,Alice M.,unknown,SUMMER,stores,promo code used
11513,,Moses Mugabe,Uganda,moses.mugabe@mail,P009,Scarf,Apparel,20.66,1,Alice M.,Credit Card,null,stores,ordered twice
14496,12-Jul-25,Jane 'Z' Mensah,uganda,jane.z.mensah@gmail.com,P003,Hoodie,Footwear ,37.22,-3,Bob_Sales,Cash,NEW10,affiliate,promo code used
13159,03/05/2024,Mark Mwangi,Rw,mark.mwangi@urbanthreads.co,P009,Scarf,Apparel,20.66,0,,,,Web,??
0,Feb 31 2025,Unknown,Ken_ya,noemail,,misc,,free,,???,,,,garbage
13835,30-Jun-25,,S. Sudan,unknown@email.com,P030,Ankle Socks,Footwear ,83.25,2,,Credit Card,DISC-20,web,N/A
11195,,Robert 'C' Mutiso,Kenya*,robert.c.mutiso@gmail.com,P021,Sunglass Case,Footwear,50.53,2,Bob_Sales,Mpesa,NEW10,web,manual entry
11769,09-Jan-25,E. Wanjiru,Rwanda,e..wanjiru@urban-threads.com,P010,Cap,Accessory,28.77,3,Alice M.,Mpesa,SUMMER,STORE,
12472,06/08/2025,Moses 'B' Mutiso,Uga,moses.b.mutiso@gmail.com,P028,Leggings,Footwear,28.75,3,Bob_Sales,bank transfer,NEW10,Web,REFUND
14038,04-May-24,tom 'z' wanjiru,Tanz,tom.z.wanjiru@mail,P007,Belt,apparel,22.02,1,Bob_Sales,mpesa,,,REFUND
11681,27/11/2024,Sophia Wanjiru,Kenia,sophia.wanjiru@urbanthreads.co,P019,Earrings,Accessories,-43.66,1,,Debit,,web,manual entry
10565,22-May-25,J. Kamau,Kenia,j..kamau@urbanthreads.co,P013,Blazer,Apparrel,1.88,1,,unknown,,,duplicate row
13132,12/12/2024,Lydia Said,uganda,lydia.said@urban-threads.com,P007,Belt,apparel,22.02,1,TEAM_A,unknown,,web,promo code used
12514,31-Oct-24,T. Said,rwanda,t..said@urban-threads.com,P027,Sports Tee,Clothing,28.49,1,Alice M.,Cash,NEW10,web,ordered twice
10077,26/03/2024,tom OKOTH,uganda,tom.okoth@email.com,P017,Watch,Accessories,76.48,0,TEAM_A,Credit Card,null,mobile,ordered twice
10018,27/07/2025,Peter Mugabe,S. Sudan,peter.mugabe@mail,P008,Jeans,Footwear,112.3,2,Bob_Sales,mpesa,SUMMER,web,customer called in
10798,26/07/2025,David 'D' Ibrahim,Kenya,david.d.ibrahim@urbanthreads.co,P007,Belt,apparel,22.02,1,TEAM_A,,null,Web,ordered twice
11833,15/04/2024,R.  Said,KEN,r...said@mail,P017,Watch,Accessories,76.48,1,TEAM_A,mpesa,DISC-20,stores,giftwrap
10586,09/04/2024,Linda Mensah,Burundi,linda.mensah@hotmail.com,P024,Sandals,apparel,48.32,1,Bob_Sales,unknown,,,N/A
11519,06/10/2025,Grace 'B' Mugabe,Uga,grace.b.mugabe@hotmail.com,P008,Jeans,Footwear,112.3,1,Alice M.,bank transfer,SUMMER,stores,ordered twice
13481,03/09/2025,jane SAID,KEN,jane.said@urbanthreads.co,P012,Skirt,Footwear,38.53,1,,Debit,,,ordered twice
12051,10-Mar-25,linda MWASE,uganda,linda.mwase@urbanthreads.co,P005,T-shirt,clothes,110.09,1,,Mpesa,null,STORE,giftwrap
12047,11/08/2024,S. Okoth,Kenya*,s..okoth@mail,P025,Windbreaker,apparel,90.77,1,TEAM_A,Mpesa,null,Web,promo code used
10828,20-Mar-24,Chloe 'Z' Okoth,Uganda,chloe.z.okoth@email.com,P009,Scarf,Apparel,20.66,2,,bank transfer,SUMMER,STORE,duplicate row
11602,05/07/2024,Noah Njoroge,Tanzania ,noah.njoroge@email.com,P002,Sneakers,Apparel,86.72,1,Alice M.,mpesa,null,mobile,customer called in
13103,30/08/2024,Linda 'D' Kamau,KEN,linda.d.kamau@urbanthreads.co,P006,Running Shoes,clothes,116.45,1,,,,stores,??
13482,03/04/2024,Linda Kamau,S. Sudan,linda.kamau@email.com,P022,Boots,Footwear,10.34,1,Bob_Sales,,null,stores,duplicate row
10924,25/08/2024,S. Njoroge,Tanzania,s..njoroge@urbanthreads.co,P008,Jeans,Footwear,112.3,1,Alice M.,Debit,,stores,promo code used
14315,18/11/2024,J. Wanjiru,South Sudan,j..wanjiru@hotmail.com,P019,Earrings,Accessories,-43.66,1,,Mpesa,SUMMER,Web,duplicate row
14848,19/04/2026,Noah  'C'  Kamau,Tanz,noah..c..kamau@urbanthreads.co,,,,,1,,bank transfer,SUMMER,mobile,N/A
10379,02/04/2025,M. Mutiso,S. Sudan,m..mutiso@email.com,P014,Shorts,Footwear,62.57,1,Bob_Sales,Cash,,Web,customer called in
14775,12/06/2025,Grace 'D' Kim,Kenya,grace.d.kim@gmail.com,P027,Sports Tee,Clothing,28.49,-1,Bob_Sales,Debit,NEW10,web,promo code used
14503,22/08/2025,Jane Mwangi,Tanzania,jane.mwangi@urbanthreads.co,P001,Denim Jacket,Accessory,139.9,1,,Credit Card,,mobile,giftwrap
14445,08/10/2026,Paul Kim,KEN,paul.kim@mail,,Unknown,,,1,,Mpesa,NEW10,Web,??
10855,13/09/2024,Moses 'B' Wanjiru,Uganda,moses.b.wanjiru@urban-threads.com,P017,Watch,Accessories,76.48,1,Alice M.,,NEW10,,
12018,16/03/2024,David Said,Kenya*,david.said@hotmail.com,P005,T-shirt,clothes,110.09,2,Bob_Sales,Mpesa,NEW10,STORE,N/A
13133,2025-13-40,L. Njoroge,Burundi,l..njoroge@email.com,P012,Skirt,Footwear,38.53,1,Alice M.,Mpesa,,mobile,
12395,02/07/2024,David Njoroge,Kenya*,david.njoroge@gmail.com,P010,Cap,Accessory,28.77,1,Bob_Sales,bank transfer,,STORE,REFUND
13024,16/11/2024,john MENSAH,Kenya*,john.mensah@hotmail.com,P006,Running Shoes,clothes,116.45,2,TEAM_A,Cash,NEW10,Web,ordered twice
14286,01/05/2024,Fatima  'C'  Mwangi,Tanz,fatima..c..mwangi@urbanthreads.co,P011,Dress,apparel,59.57,1,TEAM_A,unknown,NEW10,Web,REFUND
11089,15/12/2024,Robert Mutiso,Rwanda,robert.mutiso@email.com,P011,Dress,apparel,59.57,1,,,DISC-20,STORE,N/A
13460,31/03/2025,Grace 'Z' Said,uganda,grace.z.said@urban-threads.com,P003,Hoodie,Footwear ,37.22,1,,bank transfer,SUMMER,stores,
10546,07/01/2024,jane MUTISO,uganda,jane.mutiso@urbanthreads.co,P030,Ankle Socks,Footwear ,83.25,1,Alice M.,Cash,DISC-20,STORE,
14063,20-May-25,fatima 'z' mensah,Tanz,fatima.z.mensah@urban-threads.com,P006,Running Shoes,clothes,116.45,1,,mpesa,null,mobile,N/A
12088,25/08/2024,Owen Mutiso,uganda,owen.mutiso@urbanthreads.co,P003,Hoodie,Footwear ,37.22,4,,mpesa,SUMMER,affiliate,??
10500,01/04/2025,Robert Wanjiru,Kenya*,robert.wanjiru@mail,P007,Belt,apparel,22.02,2,TEAM_A,,,affiliate,
10566,05/05/2024,moses MWASE,Uga,moses.mwase@gmail.com,P028,Leggings,Footwear,28.75,1,,mpesa,null,stores,duplicate row
11752,16/03/2024,Lydia Otieno,Burundi,lydia.otieno@gmail.com,P005,T-shirt,clothes,110.09,1,Alice M.,Cash,NEW10,mobile,ordered twice
13806,14/03/2024,Peter 'Z' Mwase,Tanzania ,peter.z.mwase@mail,P021,Sunglass Case,Footwear,50.53,1,Bob_Sales,Mpesa,,stores,duplicate row
12511,20/03/2024,john OTIENO,Kenya*,john.otieno@urban-threads.com,P011,Dress,apparel,59.57,0,Alice M.,,null,,manual entry
10763,02/10/2024,sophia DOE,rwanda,,P028,Leggings,Footwear,28.75,1,,Debit,,stores,??
12383,29/08/2025,M. Okoth,Uga,m..okoth@gmail.com,P006,Running Shoes,clothes,116.45,1,charles,mpesa,NEW10,STORE,customer called in
14395,04/11/2024,esther KAMAU,KEN,,P018,Bracelet,Footwear,113.51,1,charles,Credit Card,,web,
12390,,lilian SAID,South Sudan,lilian.said@mail,P010,Cap,Accessory,28.77,4,,Debit,NEW10,,promo code used
13364,26/09/2024,moses KIM,Tanzania ,moses.kim@email.com.,P004,Sunglasses,apparel,80.88,1,,Credit Card,,stores,N/A
11587,24/04/2024,Moses 'C' Otieno,South Sudan,moses.c.otieno@mail,P020,Necklace,Apparrel,12.82,1,,bank transfer,,affiliate,??
12870,08/09/2024,robert OTIENO,Kenya,robert.otieno@mail,P029,Active Shorts,Apparel,27.63,2,Alice M.,Debit,,Web,manual entry
10463,05/09/2025,Esther 'C' Karanja,Tanzania ,esther.c.karanja@email.com,P005,T-shirt,clothes,220.18,1,,Cash,SUMMER,web,customer called in
11066,13-Oct-25,peter OTIENO,rwanda,,P002,Sneakers,Apparel,86.72,1,,mpesa,DISC-20,,promo code used
